mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.144049072265625,0.011698789140989667,0.008753156661987305,0.0018555068125181383,,2,50,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 50}",0.8653846153846154,0.9215686274509803,0.8823529411764706,0.8431372549019608,0.8235294117647058,0.8671945701357465,0.0336897335387371,32,0.9607843137254902,0.9658536585365853,0.9609756097560975,0.9658536585365853,0.9707317073170731,0.9648397895743663,0.003691864712057005
0.3180408954620361,0.023421560559397238,0.02127847671508789,0.005112828345534739,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",0.8846153846153846,0.9215686274509803,0.8823529411764706,0.8431372549019608,0.8235294117647058,0.8710407239819004,0.0343547233243027,27,0.9607843137254902,0.9658536585365853,0.9609756097560975,0.9658536585365853,0.9707317073170731,0.9648397895743663,0.003691864712057005
0.7190975666046142,0.050205793804336304,0.033573484420776366,0.002048022414519175,,2,200,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",0.9038461538461539,0.9215686274509803,0.8823529411764706,0.8627450980392157,0.8235294117647058,0.8788084464555054,0.034004958907965746,11,0.9607843137254902,0.9658536585365853,0.9609756097560975,0.9658536585365853,0.9707317073170731,0.9648397895743663,0.003691864712057005
0.18337860107421874,0.029415208516106187,0.011455631256103516,0.0022088655357542755,,5,50,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 50}",0.9423076923076923,0.9411764705882353,0.8431372549019608,0.8627450980392157,0.8235294117647058,0.8825791855203621,0.0498739792639017,8,0.9558823529411765,0.9512195121951219,0.9365853658536586,0.9609756097560975,0.9560975609756097,0.9521520803443329,0.00837291712279431
0.5049505710601807,0.09389657192206596,0.03562254905700683,0.01584009216174356,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",0.9230769230769231,0.9411764705882353,0.8627450980392157,0.8627450980392157,0.8235294117647058,0.8826546003016592,0.04323734025259468,1,0.9558823529411765,0.9463414634146341,0.9365853658536586,0.9512195121951219,0.9560975609756097,0.9492252510760402,0.007260931837177135
0.9876471996307373,0.12167590040348304,0.050508737564086914,0.009717660024567183,,5,200,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 200}",0.9230769230769231,0.9411764705882353,0.8823529411764706,0.8627450980392157,0.803921568627451,0.8826546003016592,0.04827865581302856,1,0.9509803921568627,0.9512195121951219,0.9414634146341463,0.9560975609756097,0.9560975609756097,0.9511716881874701,0.005344490661289798
0.21501445770263672,0.008947815155555818,0.01220388412475586,0.0023885719741692877,,10,50,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 50}",0.9423076923076923,0.9019607843137255,0.8431372549019608,0.8627450980392157,0.8235294117647058,0.8747360482654601,0.0425945996167252,23,0.9215686274509803,0.9170731707317074,0.926829268292683,0.9317073170731708,0.9365853658536586,0.92675274988044,0.006954182998335553
0.4757387638092041,0.08169058773934128,0.026107263565063477,0.006817534148408283,,10,100,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 100}",0.9230769230769231,0.9411764705882353,0.8431372549019608,0.8627450980392157,0.8235294117647058,0.8787330316742082,0.04568517651316454,15,0.9215686274509803,0.926829268292683,0.9317073170731708,0.926829268292683,0.9317073170731708,0.9277283596365375,0.0037742081461428615
1.1714552402496339,0.18861061056972592,0.058810853958129884,0.01728574937325763,,10,200,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 200}",0.8846153846153846,0.9411764705882353,0.8823529411764706,0.8431372549019608,0.8235294117647058,0.8749622926093515,0.040472942798850824,19,0.9068627450980392,0.9121951219512195,0.9317073170731708,0.9317073170731708,0.9365853658536586,0.9238115734098518,0.011916879079903417
0.2951169967651367,0.05835155183734915,0.01457805633544922,0.002949839199155386,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.8653846153846154,0.9019607843137255,0.8627450980392157,0.8627450980392157,0.8235294117647058,0.8632730015082956,0.024824639942665396,35,0.9558823529411765,0.9609756097560975,0.9560975609756097,0.9560975609756097,0.9609756097560975,0.9580057388809182,0.002426162390120845
0.4723933219909668,0.02652135030803201,0.021845293045043946,0.00149657825326608,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.8653846153846154,0.9215686274509803,0.8627450980392157,0.8431372549019608,0.8235294117647058,0.8632730015082956,0.03282718025169402,35,0.9558823529411765,0.9609756097560975,0.9560975609756097,0.9560975609756097,0.9609756097560975,0.9580057388809182,0.002426162390120845
1.2734829425811767,0.21486560988188824,0.06592555046081543,0.013771710234533937,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9038461538461539,0.9215686274509803,0.8823529411764706,0.8627450980392157,0.8235294117647058,0.8788084464555054,0.034004958907965746,11,0.9558823529411765,0.9609756097560975,0.9560975609756097,0.9560975609756097,0.9609756097560975,0.9580057388809182,0.002426162390120845
